0	0.151764	0.582865	0.038659	0.049462 
0	0.278579	0.650570	0.288644	0.154595
0	0.123746	0.604107	0.000000	0.054279 
0	0.117471	0.637336	0.000000	0.039207 
0	0.116854	0.648654	0.000000	0.067558 
0	0.142587	0.638107	0.074376	0.063495 
0	0.134697	0.623677	0.042594	0.041962 
0	0.118382	0.583576	0.039643	0.061716 
0	0.134819	0.648240	0.000000	0.074795 
0	0.136050	0.625255	0.117314	0.111537 
0	0.106360	0.623787	0.000000	0.054582 
0	0.150069	0.629221	0.038076	0.054651 
0	0.174751	0.602889	0.157186	0.094885 
0	0.131583	0.637562	0.013436	0.042846 
0	0.192264	0.614715	0.077787	0.039058 
0	0.094390	0.606560	0.000000	0.041676
0	0.121100	0.613871	0.010120	0.032753 
0	0.293885	0.581627	0.095505	0.084442 
0	0.144829	0.666010	0.173894	0.085936 
0	0.134718	0.619368	0.010667	0.066605 
0	0.156901	0.650084	0.000000	0.048622
0	0.143728	0.595894	0.095703	0.091689 
0	0.512282	0.644422	0.204163	0.164396
0	0.227223	0.669101	0.156851	0.077542 
0	0.122577	0.612880	0.137221	0.070328 
0	0.141428	0.631489	0.075976	0.046393
0	0.147665	0.617353	0.026036	0.088004 
0	0.107209	0.639938	0.000000	0.042299
0	0.156121	0.625695	0.000000	0.123487 
0	0.157629	0.643330	0.071702	0.103867 
0	0.119112	0.618170	0.033841	0.065358
0	0.208698	0.624229	0.248492	0.184672 
0	0.154904	0.624636	0.254239	0.118254
0	0.146217	0.632243	0.022057	0.064580 
1	0.840909	0.665800	0.500310	0.730239
1	0.830017	0.617373	0.497182	0.702625 
1	0.255707	0.633652	0.216496	0.274553
1	0.648248	0.652321	0.505286	0.570800 
1	0.546529	0.682285	0.350383	0.449280
1	0.871242	0.659187	0.511948	0.742903 
1	0.890383	0.641979	0.410444	0.727682
1	0.986069	0.780193	0.441366	0.614686 
1	0.957428	0.714904	0.466349	0.800991
1	0.607391	0.651696	0.485897	0.426320 
1	0.978085	0.757721	0.490816	0.737630
1	0.918336	0.703879	0.455045	0.868526 
1	0.866406	0.663542	0.427870	0.774961
1	0.742935	0.738744	0.487618	0.546285 
1	0.755380	0.672237	0.500635	0.442467 
1	0.939230	0.827425	0.465663	0.625494 
1	0.231092	0.642468	0.272970	0.083718 
1	0.807161	0.698591	0.530811	0.586549
1	0.430988	0.666299	0.370154	0.149298 
1	0.288172	0.656315	0.234366	0.120387 
1	0.931683	0.757406	0.493467	0.864450 
