0.04096 	 0.18416 	 0.198364
0.04234 	 0.19632 	 0.215465
0.01549 	 0.16084 	 0.130271
0.03515 	 0.15849 	 0.172552
0.04675 	 0.16504 	 0.137583
0.06355 	 0.14954 	 0.136385
0.04031 	 0.16086 	 0.127311
0.03867 	 0.15156 	 0.124106
0.06058 	 0.14217 	 0.108983
0.04708 	 0.1251 	 0.108983
0.03597 	 0.13453 	 0.13718
0.05385 	 0.09149 	 0.154167
0.04390 	 0.23572 	 0.258022
0.05643 	 0.17461 	 0.162136
0.04427 	 0.15819 	 0.142461
0.04311 	 0.17437 	 0.164287
0.03833 	 0.16786 	 0.128534
0.04092 	 0.14148 	 0.107933
0.05251 	 0.2058 	 0.234947
0.03835 	 0.13121 	 0.100938
0.07223 	 0.03544 	 0.142631
0.07223 	 0.03544 	 0.142631
0.05257 	 0.17214 	 0.144563
0.06906 	 0.11288 	 0.128534
0.04518 	 0.12128 	 0.127311
0.05549 	 0.05892 	 0.0751998
0.04358 	 0.09899 	 0.0803637
0.04305 	 0.16232 	 0.154167
0.00550 	 0.04841 	 0.0567275
0.02769 	 0.19582 	 0.194649
0.02969 	 0.22321 	 0.267417
0.01679 	 0.16795 	 0.147731
0.02931 	 0.17228 	 0.135322
0.01460 	 0.1579 	 0.140226
0.02388 	 0.15012 	 0.133431
0.01154 	 0.16876 	 0.148891
0.01854 	 0.15284 	 0.112112
0.02624 	 0.18199 	 0.144819
0.02015 	 0.16777 	 0.1387
0.02612 	 0.21361 	 0.186685
0.01417 	 0.12588 	 0.108875
0.01775 	 0.15234 	 0.137411
0.02325 	 0.14474 	 0.124008
0.02049 	 0.12988 	 0.101459
0.01969 	 0.15464 	 0.149185
0.01897 	 0.15368 	 0.121755
0.01473 	 0.14009 	 0.101356
0.02194 	 0.14988 	 0.118978
0.01954 	 0.15878 	 0.14136
0.01512 	 0.14085 	 0.13089
0.03310 	 0.16011 	 0.189109
0.04047 	 0.14876 	 0.10351
0.03436 	 0.16739 	 0.233094
0.04917 	 0.17923 	 0.229208
0.02607 	 0.22333 	 0.246503
0.01773 	 0.13774 	 0.1083
0.04484 	 0.13698 	 0.101632
0.02310 	 0.13898 	 0.101882
0.02386 	 0.13042 	 0.119589
0.05769 	 0.1421 	 0.157428
0.03548 	 0.14317 	 0.105323
0.03650 	 0.22576 	 0.22545
0.05912 	 0.13634 	 0.160714
0.06545 	 0.1275 	 0.122221
