1.000000   0.224934   0.076550   0.928894   0.071106   0.281152 
1.000000   0.304383   0.175858   0.850443   0.149557   0.185884 
1.000000   0.202952   0.025903   0.974751   0.025249   0.144093 
1.000000   0.403589   0.288145   0.776310   0.223690   0.139292 
1.000000   0.234071   0.154189   0.866409   0.133591   0.311940 
1.000000   0.206225   0.069970   0.934606   0.065394   0.307885 
1.000000   0.147677   0.061259   0.942277   0.057723   0.114884 
1.000000   0.236997   0.354293   0.738392   0.261608   0.135965 
1.000000   0.218798   0.272957   0.785572   0.214428   0.242076 
1.000000   0.162520   0.157185   0.864166   0.135834   0.065806 
1.000000   0.183217   0.262947   0.791799   0.208201   0.061404 
1.000000   0.270831   0.264725   0.790685   0.209315   0.130697 
1.000000   0.170998   0.066540   0.937611   0.062389   0.104882 
1.000000   0.297035   0.186033   0.843147   0.156853   0.251955 
1.000000   0.669765   0.587259   0.630017   0.369983   0.307799 
1.000000   0.145116   0.113985   0.897679   0.102321   0.133742 
1.000000   0.722998   0.586152   0.630457   0.369543   0.524779 
1.000000   0.931172   1.119330   0.471847   0.528153   1.067984 
1.000000   0.889472   0.821506   0.548996   0.451004   0.746250 
1.000000   0.765468   0.800982   0.555253   0.444747   1.031412 
1.000000   0.792059   0.532530   0.652516   0.347484   0.553330 
1.000000   0.741168   1.084190   0.479803   0.520197   0.297248 
1.000000   0.859634   0.813494   0.551422   0.448578   0.897974 
1.000000   0.726304   0.867868   0.535370   0.464630   0.570540 
1.000000   0.641383   0.488749   0.671705   0.328295   0.630631 
1.000000   0.912770   1.009612   0.497609   0.502391   1.039327 
1.000000   0.889087   0.783340   0.560746   0.439254   1.193317 
1.000000   0.919414   0.680558   0.595041   0.404959   1.234009 
2.000000   0.613569   0.751441   0.570958   0.429042   0.634026  
2.000000   0.763410   0.789999   0.558659   0.441341   0.852924  
2.000000   0.768785   0.810904   0.552210   0.447790   0.415956  
2.000000   0.438417   0.329228   0.752316   0.247684   0.397772  
2.000000   0.393221   0.565747   0.638673   0.361327   0.666197  
2.000000   0.787903   0.774210   0.563631   0.436369   1.032529  
2.000000   0.661347   0.589616   0.629083   0.370917   1.000106  
2.000000   0.675704   0.525215   0.655645   0.344355   0.788236  
2.000000   0.905637   0.837729   0.544150   0.455850   1.037615  
2.000000   0.746867   1.105086   0.475040   0.524960   0.703866  
2.000000   0.900462   0.892611   0.528371   0.471629   1.164482  
2.000000   0.851311   0.543018   0.648080   0.351920   0.973146  
2.000000   0.924878   0.760265   0.568096   0.431904   1.244521  
2.000000   0.930645   0.763206   0.567149   0.432851   0.995285  
2.000000   0.933997   0.846523   0.541558   0.458442   1.031918  
2.000000   0.869122   0.849231   0.540765   0.459235   1.047476  
2.000000   0.912659   0.822888   0.548580   0.451420   1.096560  
2.000000   0.863104   0.702475   0.587380   0.412620   0.978952  
2.000000   0.927449   0.834828   0.545010   0.454990   1.071257  
2.000000   0.879797   0.771650   0.564446   0.435554   1.171262  
2.000000   0.842456   0.836371   0.544552   0.455448   1.087185  
2.000000   0.951278   1.070137   0.483060   0.516940   0.877515  
2.000000   0.934584   1.092521   0.477892   0.522108   0.945264  
2.000000   0.790505   0.874962   0.533344   0.466656   0.712332  
2.000000   0.821050   0.704466   0.586694   0.413306   0.826885  
2.000000   0.975884   0.951136   0.512522   0.487478   1.115200
